Unnamed,ID,Centroid,Footprint2D,State_Abbr,Area,Area2D,Height,Numfloors,WWR_surfaces,CZ,BuildingType,Standard,lat,lon,.points,index_right,City,address
1,147067210,40.7249504358931/-73.97401568527755,"POLYGON ((-73.9740695 40.7251301,-73.9741839 40.7251052,-73.974158 40.7250368,-73.9741474 40.7250391,-73.9741275 40.7249867,-73.9742573 40.7249584,-73.9742277 40.7248801,-73.9740545 40.7249178,-73.9740485 40.7249017,-73.9740322 40.7249052,-73.9739819 40.7247722,-73.9738791 40.7247945,-73.9739148 40.7248887,-73.9738458 40.7249037,-73.9738427 40.7248955,-73.97376 40.7249135,-73.9737928 40.7250003,-73.9739336 40.7249697,-73.9739576 40.7250332,-73.9740271 40.7250181,-73.9740695 40.7251301))",NY,99260,7090,121.062996,14,,4A,apartments,,40.72495044,-73.97401569,POINT (40.7249504358931 -73.97401568527755),,,465 East 10 Street
2,241822151,40.728491708220616/-73.98687540527783,"POLYGON ((-73.9868966 40.7283848,-73.9868184 40.7284916,-73.9868387 40.7285001,-73.9868129 40.7285353,-73.9868034 40.7285381,-73.9867741 40.7285781,-73.9868405 40.728606,-73.9868502 40.7285928,-73.9868766 40.7285567,-73.9869229 40.7284934,-73.9869775 40.7284188,-73.9868966 40.7283848))",NY,7200,1800,57.742784,4,,4A,apartments,,40.72849171,-73.98687541,POINT (40.728491708220616 -73.98687540527783),,,45 ST Marks Place
3,241822153,40.72806940238456/-73.98759957685058,"POLYGON ((-73.9873835 40.7280214,-73.9874112 40.728033,-73.9874589 40.7280528,-73.9875204 40.7280785,-73.9875587 40.7280945,-73.9876155 40.7281182,-73.9876516 40.7281332,-73.9877166 40.7281603,-73.9877687 40.728182,-73.9878155 40.7281172,-73.9876679 40.7280558,-73.9876126 40.7280327,-73.9875686 40.7280144,-73.9875146 40.7279919,-73.9874674 40.7279722,-73.9874305 40.7279568,-73.9873835 40.7280214))",NY,16200,3240,61.023624,5,,4A,apartments,,40.7280694,-73.98759958,POINT (40.72806940238456 -73.98759957685058),,,122 2 Avenue
4,241822157,40.72763289291787/-73.98677646720358,"POLYGON ((-73.9867942 40.7275348,-73.9866861 40.7276847,-73.9867228 40.7277001,-73.9867041 40.7277261,-73.9867439 40.7277427,-73.9867665 40.7277113,-73.9867874 40.7276823,-73.9867758 40.7276775,-73.9867826 40.7276681,-73.986798 40.7276745,-73.9868498 40.7276026,-73.9868745 40.7275683,-73.9867942 40.7275348))",NY,6680,1670,57.4147,4,,4A,apartments,,40.72763289,-73.98677647,POINT (40.72763289291787 -73.98677646720358),,,65 East 7 Street
5,241822159,40.728513947988226/-73.98695701712452,"POLYGON ((-73.9868766 40.7285567,-73.9868502 40.7285928,-73.9869112 40.7286184,-73.986926 40.7285982,-73.9869756 40.7285303,-73.986991 40.7285368,-73.9870539 40.7284509,-73.9869775 40.7284188,-73.9869229 40.7284934,-73.9869422 40.7285015,-73.9868959 40.7285648,-73.9868766 40.7285567))",NY,8400,1400,72.17848,6,,4A,apartments,,40.72851395,-73.98695702,POINT (40.728513947988226 -73.98695701712452),,,43 ST Marks Place
6,241822162,40.72866284732801/-73.98716752551407,"POLYGON ((-73.9871717 40.7286365,-73.9871199 40.7287073,-73.9872995 40.7287828,-73.9873221 40.7287923,-73.9873318 40.7287791,-73.9873872 40.7287033,-73.9873805 40.7287005,-73.9873646 40.7286938,-73.9873336 40.7286807,-73.9872481 40.7286448,-73.9871963 40.7286231,-73.9871722 40.7286129,-73.9871431 40.7286007,-73.9870798 40.7285741,-73.986991 40.7285368,-73.9869756 40.7285303,-73.986926 40.7285982,-73.9871054 40.7286736,-73.9871417 40.7286239,-73.9871717 40.7286365))",NY,24120,4020,71.522312,6,,4A,apartments,,40.72866285,-73.98716753,POINT (40.72866284732801 -73.98716752551407),,,136 2 Avenue
7,241822167,40.72775116805119/-73.98617647781522,"POLYGON ((-73.9861118 40.7277631,-73.98608 40.727807,-73.9861601 40.7278405,-73.9862718 40.7276857,-73.9862095 40.7276597,-73.9861845 40.7276944,-73.9861861 40.727703,-73.9861836 40.7277065,-73.9861599 40.7276966,-73.9861306 40.7277371,-73.9861409 40.7277414,-73.9861221 40.7277674,-73.9861118 40.7277631))",NY,7350,1470,57.086616,5,,4A,apartments,,40.72775117,-73.98617648,POINT (40.72775116805119 -73.98617647781522),,,70 ST Marks Place
8,241822169,40.72775623394223/-73.98709740354558,"POLYGON ((-73.9871064 40.7276711,-73.987085 40.7277007,-73.9870637 40.7277303,-73.9870782 40.7277364,-73.987065 40.7277547,-73.9870505 40.7277486,-73.9870078 40.7278078,-73.9870868 40.7278407,-73.9871014 40.7278205,-73.9871409 40.7277656,-73.9871506 40.7277522,-73.9871854 40.727704,-73.9871064 40.7276711))",NY,6850,1370,57.086616,5,,4A,apartments,,40.72775623,-73.9870974,POINT (40.72775623394223 -73.98709740354558),,,57 East 7 Street
9,241822171,40.728747418180326/-73.98668112429316,"POLYGON ((-73.9866501 40.7287217,-73.9865801 40.7288174,-73.9866577 40.72885,-73.9866802 40.7288192,-73.9866711 40.7288153,-73.9867024 40.7287725,-73.9867116 40.7287763,-73.9867276 40.7287544,-73.9867245 40.7287423,-73.9867828 40.7286625,-73.9867258 40.7286386,-73.9866675 40.7287182,-73.9866501 40.7287217))",NY,9540,1590,66.272968,6,,4A,apartments,,40.72874742,-73.98668112,POINT (40.728747418180326 -73.98668112429316),,,312 East 9 Street
10,241822173,40.72762867372149/-73.98595203092809,"POLYGON ((-73.9859343 40.7275827,-73.9858445 40.7277072,-73.9859227 40.7277397,-73.9860127 40.7276153,-73.9860056 40.7276016,-73.986017 40.7275857,-73.9860301 40.7275912,-73.9860378 40.7275806,-73.9860616 40.7275473,-73.9859834 40.7275146,-73.9859518 40.7275585,-73.9859645 40.7275638,-73.9859531 40.7275797,-73.9859343 40.7275827))",NY,9450,1890,59.05512,5,,4A,apartments,,40.72762867,-73.98595203,POINT (40.72762867372149 -73.98595203092809),,,76 ST Marks Place
11,241822174,40.728323320181204/-73.98647937604312,"POLYGON ((-73.9863824 40.7283835,-73.9863689 40.7284019,-73.9864469 40.7284347,-73.9864569 40.7284211,-73.9864494 40.728418,-73.9864714 40.7283812,-73.9864917 40.7283797,-73.9865841 40.7282535,-73.9865026 40.7282192,-73.9864103 40.7283453,-73.9864183 40.7283588,-73.9863961 40.7283892,-73.9863824 40.7283835))",NY,10860,1810,71.194228,6,,4A,apartments,,40.72832332,-73.98647938,POINT (40.728323320181204 -73.98647937604312),,,55 ST Marks Place
12,241822176,40.72756053855633/-73.98661669503592,"POLYGON ((-73.9865783 40.7275469,-73.9865269 40.7276183,-73.986505 40.7276485,-73.9865604 40.7276717,-73.9866177 40.7275923,-73.9866417 40.7276023,-73.9867144 40.7275015,-73.9867232 40.7274893,-73.9866437 40.7274562,-73.9866372 40.7274652,-73.9865964 40.7275219,-73.986635 40.727538,-73.9866169 40.7275631,-73.9865783 40.7275469))",NY,8050,1610,56.102364,5,,4A,apartments,,40.72756054,-73.9866167,POINT (40.72756053855633 -73.98661669503592),,,69 East 7 Street
13,241822178,40.72782703079045/-73.98724457794643,"POLYGON ((-73.987281 40.7277174,-73.9872315 40.727786,-73.9872218 40.7277994,-73.987182 40.7278547,-73.9871403 40.7279124,-73.9872159 40.727944,-73.9872495 40.7278973,-73.9872526 40.727893,-73.9872223 40.7278804,-73.9872192 40.7278685,-73.9872669 40.7278024,-73.9872809 40.7277991,-73.9873112 40.7278117,-73.9873442 40.727766,-73.9873565 40.7277489,-73.987281 40.7277174))",NY,7550,1510,61.023624,5,,4A,apartments,,40.72782703,-73.98724458,POINT (40.72782703079045 -73.98724457794643),,,53 East 7 Street
14,241822181,40.72779572437712/-73.98634748211724,"POLYGON ((-73.9863309 40.7277481,-73.9862401 40.727874,-73.9863185 40.7279067,-73.9863553 40.7278557,-73.9864093 40.7277808,-73.9864031 40.7277692,-73.9864157 40.7277517,-73.9864269 40.7277564,-73.9864298 40.7277524,-73.9864569 40.7277149,-73.9863785 40.7276821,-73.9863485 40.7277236,-73.9863585 40.7277278,-73.9863459 40.7277454,-73.9863309 40.7277481))",NY,9500,1900,62.33596,5,,4A,apartments,,40.72779572,-73.98634748,POINT (40.72779572437712 -73.98634748211724),,,66 ST Marks Place
15,241822183,40.72860602112774/-73.98634899691217,"POLYGON ((-73.9862656 40.7286155,-73.9862267 40.7286689,-73.9863452 40.7287186,-73.9863842 40.7286653,-73.9863615 40.7286558,-73.9863573 40.7286439,-73.986365 40.7286334,-73.9863749 40.7286375,-73.9864633 40.7285167,-73.9863872 40.7284847,-73.9862988 40.7286055,-73.9863106 40.7286105,-73.9863029 40.728621,-73.9862881 40.728625,-73.9862656 40.7286155))",NY,13020,2170,63.320212,6,,4A,apartments,,40.72860602,-73.986349,POINT (40.72860602112774 -73.98634899691217),,,324 East 9 Street
16,241822185,40.72743340284502/-73.98630293736278,"POLYGON ((-73.9862778 40.7273993,-73.9862638 40.7274186,-73.9862655 40.7274326,-73.986202 40.7275206,-73.9862604 40.727545,-73.9863234 40.7274576,-73.9863366 40.7274562,-73.9863545 40.7274313,-73.9863437 40.7274268,-73.9863744 40.7273842,-73.9863852 40.7273888,-73.9864076 40.7273577,-73.9863309 40.7273256,-73.9863241 40.727335,-73.9863085 40.7273567,-73.986318 40.7273607,-73.9862873 40.7274033,-73.9862778 40.7273993))",NY,9480,1580,69.225724,6,,4A,apartments,,40.7274334,-73.98630294,POINT (40.72743340284502 -73.98630293736278),,,77 East 7 Street
17,241822187,40.7286784993475/-73.98652846467579,"POLYGON ((-73.9864479 40.728717,-73.9864229 40.7287513,-73.9865038 40.7287853,-73.9865288 40.7287512,-73.9865191 40.7287471,-73.9865483 40.7287072,-73.986558 40.7287113,-73.9865762 40.7286863,-73.9865729 40.728671,-73.9866305 40.7285924,-73.9865695 40.7285667,-73.986508 40.7286508,-73.9864939 40.7286542,-73.9864771 40.7286771,-73.986486 40.7286808,-73.9864568 40.7287208,-73.9864479 40.728717))",NY,10020,1670,67.585304,6,,4A,apartments,,40.7286785,-73.98652846,POINT (40.7286784993475 -73.98652846467579),,,318 East 9 Street
18,241822189,40.728394172993255/-73.9866322707261,"POLYGON ((-73.9866071 40.7283607,-73.9865565 40.7284298,-73.9865633 40.7284408,-73.9865505 40.7284583,-73.9865357 40.7284583,-73.9865217 40.7284774,-73.9865857 40.7285043,-73.9866159 40.728463,-73.9866342 40.7284625,-73.9866847 40.7283934,-73.9866665 40.7283857,-73.9866766 40.7283719,-73.9866949 40.7283795,-73.9867394 40.7283187,-73.9866617 40.7282861,-73.9866172 40.7283469,-73.986633 40.7283535,-73.9866229 40.7283674,-73.9866071 40.7283607))",NY,8850,1770,62.992128,5,,4A,apartments,,40.72839417,-73.98663227,POINT (40.728394172993255 -73.9866322707261),,,51 ST Marks Place
19,241822190,40.72792895587094/-73.98666328420477,"POLYGON ((-73.9865865 40.7279657,-73.9865573 40.7280061,-73.9866322 40.7280376,-73.9866615 40.727997,-73.9866552 40.7279857,-73.9866726 40.7279616,-73.9866883 40.7279598,-73.9867056 40.7279358,-73.9866946 40.7279312,-73.9867256 40.7278882,-73.9867367 40.7278928,-73.9867705 40.7278459,-73.9867048 40.7278184,-73.9866401 40.7279081,-73.9866268 40.7279099,-73.9866161 40.7279248,-73.9866223 40.7279356,-73.9866021 40.7279635,-73.9865865 40.7279657))",NY,9600,1600,76.771656,6,,4A,apartments,,40.72792896,-73.98666328,POINT (40.72792895587094 -73.98666328420477),,,58 ST Marks Place
20,241822192,40.72730151692672/-73.98598118461003,"POLYGON ((-73.9859269 40.7273083,-73.9859119 40.727329,-73.9858771 40.7273773,-73.9858967 40.7273855,-73.9858909 40.7273937,-73.9859253 40.7274081,-73.9859312 40.7273999,-73.9859532 40.727409,-73.9860028 40.72734,-73.9860013 40.7273295,-73.9860195 40.7273042,-73.9860302 40.7273019,-73.9860798 40.7272331,-73.9860878 40.727222,-73.9860119 40.7271903,-73.9859814 40.7272327,-73.9859543 40.7272703,-73.9859583 40.7272787,-73.9859401 40.7273039,-73.9859269 40.7273083))",NY,9100,1820,57.742784,5,,4A,apartments,,40.72730152,-73.98598118,POINT (40.72730151692672 -73.98598118461003),,,85 East 7 Street
21,241822194,40.727822844327946/-73.98643028774926,"POLYGON ((-73.9863553 40.7278557,-73.9863185 40.7279067,-73.9863988 40.7279404,-73.9864357 40.7278893,-73.986427 40.7278783,-73.9864434 40.7278554,-73.9864396 40.7278475,-73.986465 40.7278123,-73.9864723 40.7278154,-73.98649 40.7277909,-73.9865103 40.727786,-73.9865442 40.7277392,-73.9864636 40.7277055,-73.9864569 40.7277149,-73.9864298 40.7277524,-73.9864325 40.7277669,-73.9864147 40.7277917,-73.9864251 40.727796,-73.9864168 40.7278075,-73.9864064 40.7278032,-73.9863695 40.7278543,-73.9863553 40.7278557))",NY,10620,1770,72.506564,6,,4A,apartments,,40.72782284,-73.98643029,POINT (40.727822844327946 -73.98643028774926),,,64 ST Marks Place
22,241822195,40.72801359402028/-73.98766772421648,"POLYGON ((-73.9876798 40.7280394,-73.9876679 40.7280558,-73.9878155 40.7281172,-73.987862 40.728053,-73.9878598 40.7280521,-73.9877143 40.7279915,-73.9877033 40.7280067,-73.9876479 40.7279836,-73.987659 40.7279683,-73.9876151 40.72795,-73.9876119 40.7279544,-73.9875579 40.7279319,-73.9875611 40.7279274,-73.9875479 40.7279219,-73.9875141 40.7279078,-73.9874674 40.7279722,-73.9875146 40.7279919,-73.9875192 40.7279856,-73.9875732 40.7280081,-73.9875686 40.7280144,-73.9876126 40.7280327,-73.9876244 40.7280163,-73.9876798 40.7280394))",NY,13050,2610,59.383204,5,,4A,apartments,,40.72801359,-73.98766772,POINT (40.72801359402028 -73.98766772421648),,,120 2 Avenue
23,241822197,40.72779743903021/-73.98717010528689,"POLYGON ((-73.9871409 40.7277656,-73.9871014 40.7278205,-73.9871306 40.7278327,-73.987126 40.7278392,-73.9871061 40.7278309,-73.9870595 40.7278956,-73.9871186 40.7279202,-73.9871653 40.7278556,-73.9871456 40.7278474,-73.98715 40.7278413,-73.987182 40.7278547,-73.9872218 40.7277994,-73.9872023 40.7277912,-73.987212 40.7277778,-73.9872315 40.727786,-73.987281 40.7277174,-73.9872 40.7276836,-73.9871854 40.727704,-73.9871506 40.7277522,-73.987169 40.7277599,-73.9871594 40.7277733,-73.9871409 40.7277656))",NY,9450,1890,58.727036,5,,4A,apartments,,40.72779744,-73.98717011,POINT (40.72779743903021 -73.98717010528689),,,55 East 7 Street
24,241822199,40.72773762504584/-73.98700872586487,"POLYGON ((-73.9869278 40.7277815,-73.9869217 40.72779,-73.9868956 40.7278262,-73.9869716 40.727858,-73.9870038 40.7278133,-73.9870027 40.7277983,-73.9870163 40.7277794,-73.9870154 40.7277651,-73.9870404 40.7277305,-73.9870535 40.7277278,-73.9870662 40.7277102,-73.987085 40.7277007,-73.9871064 40.7276711,-73.9871211 40.7276507,-73.987045 40.7276189,-73.987009 40.727669,-73.9870093 40.7276864,-73.9869806 40.7277261,-73.9869845 40.7277375,-73.9869726 40.7277541,-73.9869594 40.7277556,-73.9869457 40.7277745,-73.9869278 40.7277815))",NY,10380,1730,68.569556,6,,4A,apartments,,40.72773763,-73.98700873,POINT (40.72773762504584 -73.98700872586487),,,59 East 7 Street
25,241822201,40.72770663697414/-73.98692861363455,"POLYGON ((-73.9868402 40.727756,-73.986815 40.7277909,-73.9868103 40.7277974,-73.9868918 40.7278315,-73.9868956 40.7278262,-73.9869217 40.72779,-73.98692 40.7277723,-73.986935 40.7277515,-73.986925 40.7277473,-73.9869474 40.7277162,-73.9869575 40.7277203,-73.9869882 40.7276777,-73.987009 40.727669,-73.987045 40.7276189,-73.9869635 40.7275849,-73.9869275 40.7276349,-73.9869275 40.7276523,-73.9868967 40.727695,-73.9869109 40.7277009,-73.9868885 40.7277321,-73.9868742 40.7277261,-73.9868592 40.727747,-73.9868402 40.727756))",NY,9300,1860,57.742784,5,,4A,apartments,,40.72770664,-73.98692861,POINT (40.72770663697414 -73.98692861363455),,,61 East 7 Street
26,241822202,40.727672122244044/-73.98684988446988,"POLYGON ((-73.9867665 40.7277113,-73.9867439 40.7277427,-73.9867336 40.7277569,-73.986815 40.7277909,-73.9868402 40.727756,-73.9868479 40.7277452,-73.9868461 40.727731,-73.9868614 40.7277098,-73.9868507 40.7277054,-73.9868671 40.7276827,-73.9868778 40.7276871,-73.9869116 40.7276402,-73.9869275 40.7276349,-73.9869635 40.7275849,-73.9868859 40.7275525,-73.9868745 40.7275683,-73.9868498 40.7276026,-73.9868539 40.7276161,-73.9868382 40.7276378,-73.9868403 40.7276464,-73.9868131 40.727684,-73.9868037 40.7276857,-73.9867884 40.7277069,-73.9867665 40.7277113))",NY,10680,1780,70.53806,6,,4A,apartments,,40.72767212,-73.98684988,POINT (40.727672122244044 -73.98684988446988),,,63 East 7 Street
27,241822204,40.72824309927054/-73.98550288578033,"POLYGON ((-73.9854313 40.7282722,-73.9853964 40.7283199,-73.985474 40.7283526,-73.9855089 40.728305,-73.9855051 40.7282918,-73.9855213 40.7282696,-73.9855316 40.7282739,-73.9855518 40.7282463,-73.9855363 40.7282398,-73.9855603 40.728207,-73.9855684 40.7282104,-73.9856083 40.7281559,-73.9855372 40.728126,-73.9855192 40.7281506,-73.9855259 40.7281535,-73.9855116 40.7281731,-73.9855185 40.7281811,-73.9854899 40.7282202,-73.985474 40.7282136,-73.9854558 40.7282384,-73.9854669 40.7282431,-73.9854487 40.728268,-73.9854313 40.7282722))",NY,10020,1670,67.585304,6,,4A,apartments,,40.7282431,-73.98550289,POINT (40.72824309927054 -73.98550288578033),,,348 East 9 Street
28,241822206,40.72813899907677/-73.9875680269582,"POLYGON ((-73.9876721 40.7282231,-73.9877201 40.7282432,-73.9877236 40.7282447,-73.9877687 40.728182,-73.9877166 40.7281603,-73.9877119 40.7281669,-73.9876541 40.7281427,-73.9876516 40.7281332,-73.9876155 40.7281182,-73.987608 40.7281287,-73.9875512 40.728105,-73.9875587 40.7280945,-73.9875204 40.7280785,-73.9875058 40.7280813,-73.9874539 40.7280596,-73.9874589 40.7280528,-73.9874112 40.728033,-73.9873661 40.7280955,-73.9874138 40.7281153,-73.9874189 40.7281082,-73.987476 40.728132,-73.9874792 40.7281426,-73.9875189 40.7281592,-73.9875281 40.7281464,-73.9875741 40.7281655,-73.9875648 40.7281784,-73.9876032 40.7281944,-73.9876181 40.7281924,-73.9876766 40.7282169,-73.9876721 40.7282231))",NY,15240,2540,68.241472,6,,4A,apartments,,40.728139,-73.98756803,POINT (40.72813899907677 -73.9875680269582),,,124 2 Avenue
29,241822208,40.72827051831687/-73.98748656476307,"POLYGON ((-73.9875674 40.7283325,-73.9875732 40.7283474,-73.9876283 40.7283704,-73.987673 40.7283085,-73.9876179 40.7282855,-73.9875986 40.7282893,-73.9875402 40.7282648,-73.9875398 40.7282529,-73.9875137 40.728242,-73.9875029 40.7282571,-73.987489 40.7282513,-73.9874937 40.7282448,-73.9874651 40.7282329,-73.9874604 40.7282394,-73.9874503 40.7282351,-73.9874612 40.7282201,-73.9874318 40.7282078,-73.9874173 40.7282128,-73.987363 40.7281901,-73.9873615 40.7281785,-73.9873351 40.7281675,-73.9873086 40.7282042,-73.9873213 40.7282095,-73.9873031 40.7282347,-73.9873366 40.7282487,-73.9873521 40.7282435,-73.9874065 40.7282663,-73.9874155 40.7282816,-73.987435 40.7282898,-73.987446 40.7282745,-73.9874813 40.7282892,-73.9874703 40.7283045,-73.9874951 40.7283148,-73.9875089 40.7283081,-73.9875674 40.7283325))",NY,13320,2220,71.194228,6,,4A,apartments,,40.72827052,-73.98748656,POINT (40.72827051831687 -73.98748656476307),,,128 2 Avenue
30,241822214,40.7281169/-73.98600794999999,"POLYGON ((-73.9860257 40.7280188,-73.9859076 40.7281803,-73.9859902 40.728215,-73.9861083 40.7280535,-73.9860257 40.7280188))",NY,8700,1740,53.477692,5,,4A,apartments,,40.7281169,-73.98600795,POINT (40.7281169 -73.98600794999999),,,67 ST Marks Place
31,241822217,40.72797086540285/-73.98570185219185,"POLYGON ((-73.9857121 40.727887,-73.9856134 40.7280219,-73.9856916 40.7280547,-73.9857903 40.7279199,-73.9857121 40.727887))",NY,5520,1380,54.790028,4,,4A,apartments,,40.72797087,-73.98570185,POINT (40.72797086540285 -73.98570185219185),,,75 ST Marks Place
32,241822222,40.72759370167392/-73.98577200764304,"POLYGON ((-73.98578 40.7275122,-73.9857186 40.7275974,-73.9856859 40.7276427,-73.985764 40.7276752,-73.9858581 40.7275447,-73.98578 40.7275122))",NY,5280,1320,53.149608,4,,4A,apartments,,40.7275937,-73.98577201,POINT (40.72759370167392 -73.98577200764304),,,80 ST Marks Place
33,241822224,40.72851250000001/-73.98706685000002,"POLYGON ((-73.9870539 40.7284509,-73.986991 40.7285368,-73.9870798 40.7285741,-73.9871427 40.7284882,-73.9870539 40.7284509))",NY,3988,997,52.821524,4,,4A,apartments,,40.7285125,-73.98706685,POINT (40.72851250000001 -73.98706685000002),,,41 ST Marks Place
34,241822229,40.72847915/-73.98605405,"POLYGON ((-73.9860805 40.7283731,-73.9859494 40.7285523,-73.9860276 40.7285852,-73.9861587 40.728406,-73.9860805 40.7283731))",NY,9150,1830,62.33596,5,,4A,apartments,,40.72847915,-73.98605405,POINT (40.72847915 -73.98605405),,,334 East 9 Street
35,241822230,40.72802845/-73.98586719999999,"POLYGON ((-73.9858695 40.7279532,-73.9857842 40.7280698,-73.9858649 40.7281037,-73.9859502 40.7279871,-73.9858695 40.7279532))",NY,4920,1230,48.884516,4,,4A,apartments,,40.72802845,-73.9858672,POINT (40.72802845 -73.98586719999999),,,71 ST Marks Place
36,241822232,40.72876112646885/-73.98715004310912,"POLYGON ((-73.9870315 40.7286702,-73.9869846 40.7287343,-73.987073 40.7287714,-73.9872526 40.7288469,-73.9872689 40.7288245,-73.9872916 40.728834,-73.9873221 40.7287923,-73.9872995 40.7287828,-73.9871199 40.7287073,-73.9870315 40.7286702))",NY,10665,2370,69.225724,4.5,,4A,apartments,,40.72876113,-73.98715004,POINT (40.72876112646885 -73.98715004310912),,,138 2 Avenue
37,241822234,40.727858499999996/-73.985473,"POLYGON ((-73.9854733 40.7277867,-73.9853928 40.7278967,-73.9854727 40.7279303,-73.9855532 40.7278203,-73.9854733 40.7277867))",NY,5750,1150,52.165356,5,,4A,apartments,,40.7278585,-73.985473,POINT (40.727858499999996 -73.985473),,,81 ST Marks Place
38,241822236,40.728242888747204/-73.98632983511533,"POLYGON ((-73.9863441 40.7281526,-73.9862364 40.7282999,-73.9863155 40.7283332,-73.9864233 40.7281859,-73.9863441 40.7281526))",NY,6080,1520,58.398952,4,,4A,apartments,,40.72824289,-73.98632984,POINT (40.728242888747204 -73.98632983511533),,,59 ST Marks Place
39,241822239,40.72825919570374/-73.9853367321423,"POLYGON ((-73.9853255 40.7282188,-73.9852856 40.7282734,-73.9853479 40.7282996,-73.9853879 40.728245,-73.9853255 40.7282188))",NY,2225,445,53.805776,5,,4A,apartments,,40.7282592,-73.98533673,POINT (40.72825919570374 -73.9853367321423),,,350 East 9 Street
40,241822241,40.728312286744504/-73.98565954508355,"POLYGON ((-73.9856858 40.7282051,-73.9855534 40.7283859,-73.9856333 40.7284195,-73.9857657 40.7282386,-73.9856858 40.7282051))",NY,9450,1890,58.727036,5,,4A,apartments,,40.72831229,-73.98565955,POINT (40.728312286744504 -73.98565954508355),,,344 East 9 Street
41,241822244,40.72840120798726/-73.98590624935561,"POLYGON ((-73.9859406 40.7282827,-73.9858775 40.7283689,-73.9857918 40.7284861,-73.9858719 40.7285197,-73.9860207 40.7283164,-73.9859406 40.7282827))",NY,2130,2130,15.748032,1,,4A,garage,,40.72840121,-73.98590625,POINT (40.72840120798726 -73.98590624935561),,,338 East 9 Street
42,241822251,40.728512250906235/-73.98613275096928,"POLYGON ((-73.9861587 40.728406,-73.9860276 40.7285852,-73.9861068 40.7286185,-73.9861458 40.7285652,-73.9862379 40.7284393,-73.9861587 40.728406))",NY,9300,1860,59.711288,5,,4A,apartments,,40.72851225,-73.98613275,POINT (40.728512250906235 -73.98613275096928),,,332 East 9 Street
43,241822254,40.72844635005335/-73.98680164933424,"POLYGON ((-73.9868203 40.7283527,-73.9867067 40.7285079,-73.9867831 40.72854,-73.9868184 40.7284916,-73.9868966 40.7283848,-73.9868203 40.7283527))",NY,7750,1550,57.742784,5,,4A,apartments,,40.72844635,-73.98680165,POINT (40.72844635005335 -73.98680164933424),,,47 ST Marks Place
44,241822256,40.728086953056966/-73.98696031927602,"POLYGON ((-73.9869701 40.7280008,-73.9868715 40.7281374,-73.9868701 40.7281395,-73.9869506 40.7281731,-73.9870506 40.7280344,-73.9869701 40.7280008))",NY,5800,1450,58.070868,4,,4A,apartments,,40.72808695,-73.98696032,POINT (40.728086953056966 -73.98696031927602),,,50 ST Marks Place
45,241822261,40.72834300036959/-73.98573891539735,"POLYGON ((-73.9857687 40.7282346,-73.9857657 40.7282386,-73.9856333 40.7284195,-73.9857092 40.7284514,-73.985795 40.7283342,-73.9858445 40.7282665,-73.9857687 40.7282346))",NY,9200,1840,57.4147,5,,4A,apartments,,40.728343,-73.98573892,POINT (40.72834300036959 -73.98573891539735),,,342 East 9 Street
46,241822265,40.72811649725667/-73.9870440982366,"POLYGON ((-73.9870566 40.7280261,-73.9870506 40.7280344,-73.9869506 40.7281731,-73.9870316 40.7282069,-73.9871376 40.7280599,-73.9870566 40.7280261))",NY,6200,1550,57.742784,4,,4A,apartments,,40.7281165,-73.9870441,POINT (40.72811649725667 -73.9870440982366),,,48 ST Marks Place
47,241822267,40.72800875696611/-73.9857770536447,"POLYGON ((-73.9857903 40.7279199,-73.9856916 40.7280547,-73.9856846 40.7280643,-73.9857639 40.7280976,-73.9857842 40.7280698,-73.9858695 40.7279532,-73.9857903 40.7279199))",NY,6000,1500,42.322836,4,,4A,apartments,,40.72800876,-73.98577705,POINT (40.72800875696611 -73.9857770536447),,,73 ST Marks Place
48,241822269,40.728801954795365/-73.986747207105,"POLYGON ((-73.9867535 40.728719,-73.9867276 40.7287544,-73.9867116 40.7287763,-73.9866802 40.7288192,-73.9866577 40.72885,-73.9867409 40.7288849,-73.9867863 40.7288229,-73.9868367 40.7287539,-73.9867535 40.728719))",NY,5680,1420,49.868768,4,,4A,apartments,,40.72880195,-73.98674721,POINT (40.728801954795365 -73.986747207105),,,310 East 9 Street
49,241822271,40.727957000129976/-73.98560725649865,"POLYGON ((-73.98563 40.7278526,-73.9855314 40.7279874,-73.9855024 40.728027,-73.9855845 40.7280614,-73.9856134 40.7280219,-73.9857121 40.727887,-73.98563 40.7278526))",NY,7480,1870,53.805776,4,,4A,apartments,,40.727957,-73.98560726,POINT (40.727957000129976 -73.98560725649865),,,77 ST Marks Place
50,241822272,40.728650769144/-73.98644563048498,"POLYGON ((-73.9864684 40.7285503,-73.9863842 40.7286653,-73.9863452 40.7287186,-73.9864229 40.7287513,-73.9864479 40.728717,-73.9864771 40.7286771,-73.9864939 40.7286542,-73.9865461 40.7285829,-73.9864684 40.7285503))",NY,11970,1710,62.992128,7,,4A,apartments,,40.72865077,-73.98644563,POINT (40.728650769144 -73.98644563048498),,,320 East 9 Street
51,241822274,40.72759311270429/-73.986700240225,"POLYGON ((-73.9867144 40.7275015,-73.9866417 40.7276023,-73.9866063 40.7276515,-73.9866861 40.7276847,-73.9867942 40.7275348,-73.9867144 40.7275015))",NY,6240,1560,57.742784,4,,4A,apartments,,40.72759311,-73.98670024,POINT (40.72759311270429 -73.986700240225),,,67 East 7 Street
